customer_id,full_name,mobile_number,email,dob,gender,created_date,customer_status,address_line,city,state,country,pincode,region
a1f56fd7-d955-4753-9059-2fb06e19b9d2,Raksha Varughese,9091253396,raksha.varughese@yahoo.com,,Female,2026-02-21 16:37:44,Activated,"542, Malhotra Marg",Panaji,Goa,India,487401,India
f1516156-7fd1-464e-9871-c84a1e1c94b0,Jai Kota,9960299802,jai.kota@gmail.com,1967-06-16,other,2025-04-08 04:27:11,Approved,"966, Sane Circle",Chennai,Tamil Nadu,India,052427,India
48974522-9600-44fc-8e02-b4dc1000b1c1,ansh karpe,98916B7CG6,ansh.karpe@hotmail.com,1986-09-26,Male,2025-02-13 08:11:04,In Progress,"699, Divan",Jaipur,Rajasthan,India,112805,India
d3a368c2-cd86-4ac1-9a09-8c1c2f47a60a,Ekavir Bhargava,+91-8854904464,ekavir.bhargava@@gmail.com,1967-09-07,Other,2026-01-16 11:29:09,Approved,"788, Krish Ganj",Lucknow,Uttar Pradesh,India,204505,India
55a26589-2c06-4a63-8179-c7a74b2ca6b7,Ganga Bobal,+918677242344,ganga.bobal@rediffmail.com,1982-10-19,MALE,2025-04-16 23:29:24,Lead,"446, Goel Street",Mumbai,Maharashtra,India,586923,India
6ae5a600-6064-4f80-929d-af9867027755,Vedika Kala,,vedika.kala@gmail.com,1984-02-17,Male,2026-03-01 18:50:46,Activated,"740, Chokshi Street",Mumbai,Maharashtra,India,025634,India
d2825314-4ba0-445c-a0c2-4df620ff27b1, Xavier Solanki  ,+918375889866,xavier.solanki280@outlook.com,1998-05-07,Male,2026-03-30 19:15:16,In Progress,"513, Kari Road",Bengaluru,Karnataka,India,073375,India
5eb8ec28-3e30-4960-81df-ab0da254eea8,Girindra Chatterjee,9337750016,girindra.chatterjee@rediffmail.com,1990-06-23,Female,2025-09-09 08:18:03,Activated,"109, Panchal Road",Chennai,Tamil Nadu,India,036541,India
3caf630c-109e-4c33-b5ed-46bb10e90e8f,Pallavi Roy,9321230713,pallavi.roy883@outlook.com,,,2026-04-30 08:39:10,Pending Review,"655, Lanka",Bengaluru,Karnataka,India,850142,India
3d1d3fe9-9b92-4986-b500-a8f4a07847ef,Chatura Chaudhari,9038689082,chatura.chaudhari@rediffmail.com,1958-10-05,Other,2026-05-03 06:48:34,rejected,"383, Vaidya",Bengaluru,Karnataka,India,196556,India
51ff6b0f-158a-45cb-a776-620da2235b82,IKBAL KOTHARI,9211709645,ikbal.kothari@hotmail.com,1965-09-13,FEMALE,2026-01-29 01:55:47,Rejected,"798, Venkatesh Nagar",Chennai,Tamil Nadu,India,693406,India
a181ab4c-c4b6-44bf-a69a-32b73b849100,Logan Sami,9808865457,logan.sami@hotmail.com,1965-04-10,FEMALE,2025-06-07 17:41:35,In Progress,"614, Mital Zila",Patna,Bihar,India,561595,India
04b3bf32-dc2e-4091-aba2-50b30bfc9005,Zaid Borra,+919513243576,zaid.borra@gmail.com,1979-01-13,Other,2025-07-28 06:04:44,Activated,"952, Salvi Ganj",Mumbai,Maharashtra,India,656482,India
03b2addf-3aad-4f12-862e-985b083712db,Chandresh Zachariah,8933786876,chandresh.zachariah@rediffmail.com,1999-11-10,female,2024-10-15 03:50:30,activated,"827, Modi Nagar",Chandigarh,Chandigarh,India,299468,India
38591b80-cbc8-4692-8ee6-18d667408ba3,Warjas Ganesan,+91-8686511669,warjas.ganesan@outlook.com,1977-02-01,female,2025-04-03 11:53:01,Activated,"900, Sathe Chowk",Mumbai,Maharashtra,India,369957,India
b9c0424f-c614-414c-99be-0dd10bcdc93a,Tanay Rattan,9775411680,tanay.rattan@gmail.com,2003-05-19,Female,2025-11-05 17:14:52,Activated,"750, Nayak",Mumbai,Maharashtra,India,872148,India
bedd0dbd-76cc-4a5f-862f-df55d7fff7f1,Ladli Agate,+919333023073,ladli.agate850@gmail.com,2007-10-09,Female,2025-10-02 23:11:53,REJECTED,"779, Konda Nagar",Mumbai,Maharashtra,India,343320,India
836f25ea-c14e-4b7b-916d-ac803c55006a,Suhani Mangal,8212660845,suhani.mangal2@yahoo.com,1977-12-20,OTHER,2026-01-21 12:52:52,ACTIVATED,"676, Talwar Marg",Mumbai,Maharashtra,India,917693,India
4bc3daa0-fc94-47f4-8fc0-1fe16b9b7045,Mohammed Gupta,9692073767,mohammed.gupta@gmail.com,1971-04-10,Female,2025-06-20 22:58:41,lead,"272, Vasa Street",Chennai,Tamil Nadu,India,320163,India
fd8d48f4-acd5-4122-a593-13b9bb023288,Darsh Murthy,987FFH60A3,darsh.murthy@outlook.com,,FEMALE,2026-05-30 11:56:30,In Progress,"988, Wali Chowk",Kolkata,West Bengal,India,083172,India
83aa4299-59c3-4d62-8ab5-42e0fad41a0f,Chandresh Sood,+919958706853,chandresh.sood@outlook.com,1982-03-14,FEMALE,2026-01-12 01:40:52,Lead,"748, Soman Street",Chennai,Tamil Nadu,India,798687,India
24a05ab4-a0cd-405b-a252-1c977fee6005,Dakshesh Trivedi,8386916700,dakshesh.trivedi@rediffmail,1959-10-17,Female,2024-10-26 03:42:22,pending review,"409, Sarraf Road",Jaipur,Rajasthan,India,434873,India
c8a0989e-6723-4bed-b7b5-4b6a8d8e3803,Ekapad Bir,+919591772669,ekapad.biryahoo.com,1991-05-03,Other,2025-09-17 02:41:11,Approved,449 Mangal Zila,Sydney,NA,Australia,455812,APAC (ex-India)
ebffc28a-7318-461c-b26a-336f73fcd6fd,netra dar,8713297243,netra.dar906@hotmail.com,,Other,2024-12-06 23:10:23,In Progress,"254, Narayanan Marg",Hyderabad,Telangana,India,362316,India
7d9f205f-740d-4d3c-93f3-b0a7086177c3,Balveer Bumb,+918387619490,balveer.bumb@yahoo.com,1977-10-07,Other,2025-02-03 19:16:58,Activated,"603, Rai Nagar",New Delhi,Delhi,India,603669,India
0f0902e6-5fa0-41c8-800b-380f46be9a3f,Advika Jayaraman,+918191676858,advika.jayaraman@gmail.com,1991-01-17,Female,2026-05-22 20:53:55,Pending Review,"8, Kannan Circle",Kolkata,West Bengal,India,054668,India
34bbe0d8-c6a7-4a18-b6eb-dd44ed669a7f,William Lanka,9461443183,william.lanka380@rediffmail.com,1976-07-11,Female,2025-11-04 23:55:31,PENDING REVIEW,"235, Ravel Path",Ahmedabad,Gujarat,India,346706,India
8d5e5eb5-1eac-40a2-9ba5-22c5529a9f71,Tanvi Mutti,8971194840,tanvi.mutti362@yahoo.com,,Other,2024-11-07 19:03:12,REJECTED,"339, Bala",Mumbai,Maharashtra,India,729806,India
1a1135ce-54d3-46d4-8c5b-26dfc9af3f29,Aditya Shanker,+91-9053234586,aditya.shanker@gmail.com,1988-06-21,male,2026-06-10 09:57:29, In Progress  ,"686, Narang Marg",Bengaluru,Karnataka,India,627204,India
deba3eed-3946-4865-81ad-2cd63cd1117c,Ethan Yogi,8536197238,ethan.yogi@outlook.com,1966-11-05,Other,2024-10-13 22:08:07,Activated,"741, Bumb Road",Chennai,Tamil Nadu,India,755646,India
57d12939-daf1-478c-89bf-37d52ce502a9,Kevin Palla,8204577382,kevin.palla322@yahoo.com,2002-03-27,Other,2025-08-22 06:37:50,Lead,249 Bahl Chowk,Riyadh,NA,Saudi Arabia,531003,Middle East
533781f3-74d5-4c4f-b1c4-d6b344ec908d,Kala Mane,8319337766,kala.mane306@yahoo.com,1963-11-28,other,2025-03-24 15:49:31,Activated,"195, Kamdar Zila",Gurugram,Haryana,India,092327,India
a5553218-c713-4e2b-9bb1-5a11fb047305,Abhiram Mistry,8398982273,abhiram.mistry848@rediffmail.com,2004-12-06,Male,2025-11-23 07:49:12,Activated,"363, Mukhopadhyay Street",Ahmedabad,Gujarat,India,452991,India
636c1f64-fd4b-4d7d-afef-1ae34ff571d4,Krish Lalla,0170594984193,krish.lalla@gmail.com,1961-08-31,Male,2024-12-09 11:40:07,In Progress,"747, Borra Ganj",Hyderabad,Telangana,India,904966,India
0ab07a95-0d55-4220-9616-6557c26ee4c0,Nachiket Magar,8998051929,nachiket.magar@yahoo.com,1970-06-25,Other,2025-09-29 12:32:22,lead,"662, Walia Path",Ahmedabad,Gujarat,India,149190,India
35e3ed9d-71c5-4cbc-ae88-480fb83c6b4c,Hemal Jani,8885061132,hemal.jani@outlook.com,1991-12-27,Female,2025-05-23 12:40:42,ACTIVATED,"348, Cherian Chowk",New Delhi,Delhi,India,518506,India
d8c48cb5-aa1b-4742-b011-4450a19f626f,yashasvi suresh,9192621176,yashasvi.suresh@rediffmail.com,1968-11-09,Other,2026-06-15 22:16:12,Activated,"197, Yohannan Road",Mumbai,Maharashtra,India,572628,India
06aa3659-68c8-425c-a037-598d3d7ee4b7,George Sampath,8513512505,george.sampath@hotmail.com,,Female,2025-12-13 00:03:59,Activated,"433, Mallick Zila",Hyderabad,Telangana,India,769453,India
0675ef44-951c-481e-adbb-d588fb4d389a,Chaitanya Aggarwal,8909047796,chaitanya.aggarwal @rediffmail.com,1973-03-24,OTHER,2025-07-21 05:02:31,ACTIVATED,"896, Talwar Nagar",Hyderabad,Telangana,India,379965,India
6410f415-ff86-457c-8eb8-aeca35ff4f0e,Adweta Edwin,8947432411,adweta.edwin@gmail.com,1994-11-01,male,2025-08-22 15:12:40,LEAD,"883, Majumdar Road",Hyderabad,Telangana,India,273545,India
5d3de788-2e88-45bb-8833-85ed01b45154,Aditya Choudhury,9280528735,aditya.choudhury@outlook.com,1959-07-15,Other,2026-02-25 19:15:05,Pending Review,"668, Khosla Circle",Mumbai,Maharashtra,India,831367,India
49a0d785-4f96-4046-ba94-bec28e75ebb4,Balendra Pingle,8734137483,balendra.pingle@gmail.com,1986-06-03,Male,2025-08-20 12:16:09,In Progress,993 Swaminathan Chowk,New York,NA,United States,014363,North America
0929c369-6f3f-4848-ac90-7e8c00585831,Qushi Datta,17754,qushi.datta@outlook.com,1957-10-06,Other,2024-10-12 21:50:27,Activated,"243, Narayanan Marg",Lucknow,Uttar Pradesh,India,957885,India
f2df8c31-c59b-4db3-b16e-14a3d53e470d,Balveer Parmar,9532540948,balveer.parmar885@rediffmail.com,1966-09-06,Other,2025-03-21 20:50:53,activated,"219, Mutti Ganj",Hyderabad,Telangana,India,744431,India
63781b4e-9788-462d-9259-13b754c23ace,harshil pandya,8289641717,harshil.pandya@hotmail.com,1996-11-23,OTHER,2024-11-15 14:50:41,pending review,"169, Vohra",Indore,Madhya Pradesh,India,823374,India
73f960c5-cef1-4db1-bbe5-19a4e9c3143b,Mohammed Khalsa,9699605407,mohammed.khalsa@hotmail.com,2001-05-16,Male,2026-03-08 12:53:05,Lead,"272, Atwal Road",Chandigarh,Chandigarh,India,134352,India
2f0e50bf-c79c-483e-bb6d-30d9298a1a9d,Nitara Bakshi,9262809604,nitara.bakshi@gmail.com,1965-01-20,Other,2024-12-04 05:22:51,Pending Review,"293, Chauhan Chowk",Noida,Uttar Pradesh,India,400842,India
ffa678d7-3145-4a79-b72f-a89875a0a248,Nisha Kothari,+919962561802,nisha.kothari@rediffmail.com,1969-09-09,Female,2025-05-21 10:55:32,Pending Review,"803, Behl Street",Bhubaneswar,Odisha,India,947775,India
7d13f799-c3b5-4d3e-853c-cebcd5b81721,Lavanya Barad,9020665936,lavanya.barad@yahoo.com,2001-01-20,Male,2025-07-19 14:27:59,Activated,"159, Bera",Jaipur,Rajasthan,India,711671,India
a90dcffd-93c2-4fe3-93ae-f92688203bb8,Ryan Sharma,+91-9309471045,ryan.sharma@gmail.com,1974-01-30,male,2024-12-12 06:50:36,ACTIVATED,"60, Saha Circle",Bengaluru,Karnataka,India,294131,India
84d9fa10-f98a-461d-b2ab-71db65023fb7,Udant Bajwa,+919134044402,udant.bajwa@rediffmail.com,1990-07-13,,2025-03-01 21:16:59,Activated,"766, Mody Marg",Chennai,Tamil Nadu,India,867749,India
d8979f50-f130-4015-b91b-3af9b45ee22c, Falguni Mallick  ,8653664133,falguni.mallick@hotmail.com,2001-05-12,Male,2025-06-11 02:57:35,Approved,"489, Khatri Street",Mumbai,Maharashtra,India,913341,India
8fc83771-2045-40d6-9157-6a4ffa49355a,Indali Upadhyay,+919780876132,indali.upadhyay@rediffmail.com,1976-09-24,Other,2024-11-27 10:48:36,In Progress,"162, Singhal",Chandigarh,Punjab,India,812067,India
f4b76b86-211d-4968-91f7-ff0e734f75e5,Ayaan D’Alia,8076360963,ayaan.d’alia101@rediffmail.com,2002-01-12,Other,2025-04-19 23:13:58,Activated,"872, Lalla Ganj",Chennai,Tamil Nadu,India,034471,India
aa27990c-8b2a-4754-b2f4-9ba96fa0039e,Pranav Lanka,9491913424,pranav.lanka@@rediffmail.com,1957-07-29,Female,2024-11-22 04:13:13,activated,"692, Bora Street",Kolkata,West Bengal,India,618324,India
66a40c31-b809-4010-96ac-17d9ec16e4ae,Hemani Murthy,8241640615,hemani.murthy721@yahoo.com,1978-09-05,other,2026-06-21 03:48:57,Rejected,"965, Sidhu Zila",New Delhi,Delhi,India,249947,India
fa3fb3d4-803f-4524-aaeb-03d0c787ec58,Lekha Gupta,+918538687260,lekha.gupta120@gmail.com,1969-01-18,OTHER,2025-02-20 04:11:49,activated,"609, Baral Zila",Bengaluru,Karnataka,India,648877,India
3df0a40b-0611-4016-b1d7-695f03122a8e,Aarav Venkatesh,9134030189,aarav.venkatesh@rediffmail.com,2004-08-09,,2025-09-10 17:59:46,Approved,"674, Bail",Mumbai,Maharashtra,India,594013,India
98d9e3a3-d3bd-40dc-8f08-9c958794f347,januja sankar,8751178380,januja.sankar850@rediffmail.com,1959-04-04,female,2026-02-20 17:19:25,REJECTED,"958, Golla Road",Chennai,Tamil Nadu,India,902787,India
46f21ba9-01db-46e9-a2f4-7ea1295e124e,Dipta Dash,8864678855,dipta.dash274@outlook.com,1993-09-11,Female,2025-11-04 13:23:25,Approved,"322, Cheema Path",Ahmedabad,Gujarat,India,717565,India
cae40396-8a89-41b2-8e93-145d6a83072d,Yashica More,8645244680,yashica.more@outlook.com,2031-01-01,OTHER,2025-10-15 01:48:30,Lead,"688, Sha Nagar",New Delhi,Delhi,India,567468,India
dc6d24d6-1015-40b9-bdcb-0485ff8c71a1,Neha Merchant,+918432518787,neha.merchant952@rediffmail.com,2031-01-01,Male,2025-01-31 17:01:34,In Progress,"952, Shere Nagar",Hyderabad,Telangana,India,545168,India
7c1b636c-23e9-4c08-a649-8d841c9e2b3e,Osha Raghavan,+919660677400,osha.raghavan232@gmail.com,1991-06-13,Male,2025-11-08 11:08:33,lead,"470, Behl Chowk",Mumbai,Maharashtra,India,038597,India
cabf2a49-0e32-4bed-9e87-307e01abca34,Charvi Ravi,8177191506,charvi.ravi@yahoo.com,1984-08-03,MALE,2026-01-22 12:29:21,Activated,"103, Balakrishnan Zila",Chennai,Tamil Nadu,India,482477,India
457fb62b-5371-4d3d-b073-b4f73949c61a,DAKSHA MANGAT,+919672908826,daksha.mangat56@rediffmail.com,1966-09-08,male,2026-06-01 19:07:14,PENDING REVIEW,"272, Kar Zila",Bengaluru,Karnataka,India,248086,India
f70b0e1f-9521-4a26-bf81-5eb9e193d0fd,Udyati Sathe,8451490502,udyati.sathe@rediffmail.com,1978-12-25,FEMALE,2026-02-01 05:24:25,Rejected,"71, Sagar Road",New Delhi,Delhi,India,712748,India
fccd6d35-79a7-4bef-b3b3-fbdbb7f95c0a,Yasti Solanki,+918368606780,yasti.solanki627@rediffmail.com,,Other,2026-01-16 21:27:31,Activated,"162, Trivedi Ganj",New Delhi,Delhi,India,737826,India
85596800-b8db-43b2-b34b-3b34b1d36d73,Frado Mander,+918117287082,frado.mander@hotmail.com,1982-11-13,other,2025-10-21 08:51:39,In Progress,"310, Mandal Nagar",Chennai,Tamil Nadu,India,146584,India
988bd3e5-f941-4439-869e-0ef3b1b62ce7,Girik Keer,8003919087,girik.keer @yahoo.com,1991-03-17,Male,2026-04-13 11:08:24,approved,"670, Pai Chowk",Chandigarh,Chandigarh,India,997278,India
24cd8a29-0544-4aa9-84c3-1138093e9826,Rushil Din,9835025364,rushil.din@yahoo.com,1956-11-03,,2025-11-29 12:36:09,Activated,"568, Rajagopal Ganj",Ahmedabad,Gujarat,India,886753,India
acc2a2a2-0b89-40fd-80e9-29878d856d10,vaishnavi bora,+91-9687152409,vaishnavi.bora@yahoo.com,1979-09-08,OTHER,2025-11-08 17:00:50,in progress,"962, Tandon Street",Ahmedabad,Gujarat,India,605766,India
b753c0b4-fb48-471d-b59e-eb9f42ff0529,Leena Talwar,9238773202,leena.talwar461@yahoo.com,1976-09-23,Male,2025-09-27 23:53:49,Lead,"912, Vora Zila",Bengaluru,Karnataka,India,289517,India
ffddc698-c6e0-4f6a-9905-2fc19dae73db,Abdul Chhabra,9817930281,abdul.chhabra@hotmail.com,,MALE,2025-04-13 01:35:26,Pending Review,"279, Nigam Road",Chennai,Tamil Nadu,India,026217,India
99fa9413-dcea-4150-b340-940cfd4f6a0f,Theodore Goda,+91-9590916808,theodore.goda947@rediffmail.com,1998-03-02,Female,2025-12-20 17:58:36,in progress,"352, Banik Circle",Bengaluru,Karnataka,India,158657,India
87098187-8cd5-43f1-8226-87f50bfad008,Chandresh Krish,983070BGH3,chandresh.krish822@hotmail.com,2004-03-05,Female,2025-11-27 06:29:42,Activated,"271, Sawhney Zila",Ahmedabad,Gujarat,India,343161,India
bc32c706-35a3-471b-8ce3-de70996482de,Tanmayi Deol,0957991,tanmayi.deol836@yahoo.com,1998-01-09,Male,2026-06-07 13:43:50,Activated,"930, Prasad Path",Bengaluru,Karnataka,India,400504,India
ffa29467-0bba-45e8-8ea0-1e0ca81c0ca8,Saanvi Thaman,8357351988,saanvi.thaman@yahoo.com,,Male,2024-12-10 02:31:10,Activated,"434, Gill Street",Mumbai,Maharashtra,India,238692,India
0aa40d17-e47b-44f8-89b8-3add16f4258b,Sanaya Dutt,+91-9059788939,sanaya.dutt@outlook.com,1994-12-18,Female,2025-01-31 08:05:06,Activated,"342, Kata Street",Mumbai,Maharashtra,India,969379,India
75d25128-f9b9-40aa-8edf-bcff06e5cc12,Shivani Lad,+919361799399,shivani.lad@hotmail.com,1995-05-24,FEMALE,2026-06-21 05:15:13,activated,"269, Dugar Circle",Ahmedabad,Gujarat,India,474074,India
e081ac70-2839-4e28-828d-509e9449b557,Vedhika Khare,8842202103,vedhika.khare@rediffmail.com,1970-02-06,Other,2025-07-22 03:42:50,in progress,"723, Mittal Chowk",Hyderabad,Telangana,India,759464,India
4119611b-e00e-4484-9afb-321c5db37e82,Bhavika Keer,+919137580564,bhavika.keer@yahoo.com,1969-12-13,Male,2025-09-03 06:04:54,Activated,"78, Merchant Path",Mumbai,Maharashtra,India,671369,India
7e8ae634-a7e6-4cd7-a68a-7c8852b361b9,Faris Devi,8400086402,faris.devi@rediffmail.com,1963-07-17,FEMALE,2025-05-28 12:07:26,rejected,559 Bains Road,Dubai,NA,United Arab Emirates,409097,Middle East
6bcd81c7-1916-4dd1-8690-e729c9f8ee7f,Michael Kala,9207603595,michael.kala@hotmail.com,1958-12-14,Male,2025-11-20 22:42:43,Activated,"566, Devan Road",New Delhi,Delhi,India,395339,India
